reference,longitude,latitude,10/27/12 0:00,10/27/12 12:00,10/28/12 0:00,10/28/12 12:00,10/29/12 0:00,10/29/12 12:00,10/30/12 0:00,10/30/12 12:00,10/31/12 0:00,10/31/12 12:00,11/1/12 0:00,11/1/12 12:00,11/2/12 0:00,11/2/12 12:00,11/3/12 0:00,11/3/12 12:00,11/4/12 0:00,11/4/12 12:00,11/5/12 0:00,11/5/12 12:00,11/6/12 0:00,11/6/12 12:00,11/7/12 0:00,11/7/12 12:00,11/8/12 0:00,11/8/12 12:00,11/9/12 0:00
asset_418,-73.97685515,40.77698031,0.002352721,0.00235285,0.002352978,0.002353133,0.002353261,0.00235339,0.002353518,0.002353646,0.002353774,0.002353902,0.00235403,0.002354158,0.002354286,0.002354415,0.002354543,0.002363058,0.002363187,0.002363317,0.002363446,0.002363575,0.002363708,0.00236385,0.002363979,0.002364107,0.002364245,0.002364373,0.002364504
asset_419,-73.9491676,40.80818834,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.94E-05,2.95E-05,2.95E-05,2.95E-05,2.95E-05,2.95E-05,2.95E-05,2.95E-05,2.96E-05,2.96E-05,2.96E-05,2.96E-05
asset_420,-73.96524735,40.79886619,0.000343215,0.000343235,0.000343254,0.000344532,0.000344553,0.000344572,0.000344591,0.000344611,0.00034463,0.000344649,0.000344669,0.000344688,0.000344708,0.000344727,0.000344746,0.000344766,0.000344785,0.000344804,0.000344824,0.000344843,0.000344863,0.000344882,0.000344901,0.000344921,0.000345018,0.000345037,0.000345057
asset_421,-73.95829222,40.81790823,0.062080651,0.062084145,0.062087636,0.062091123,0.06209461,0.062098104,0.06210159,0.062105078,0.062108565,0.062112052,0.062115539,0.062119449,0.062122936,0.062126425,0.062129917,0.062133491,0.062136978,0.062140465,0.062143953,0.062147441,0.062150928,0.062154416,0.062157904,0.062161392,0.062164879,0.062168368,0.062171855
asset_422,-73.96270843,40.75545935,6.67E-07,6.67E-07,6.67E-07,6.69E-07,6.69E-07,7.20E-07,7.21E-07,7.21E-07,7.21E-07,7.21E-07,7.21E-07,7.21E-07,7.21E-07,7.36E-07,7.48E-07,7.58E-07,7.70E-07,7.79E-07,7.91E-07,8.03E-07,8.18E-07,8.50E-07,8.65E-07,8.81E-07,8.96E-07,1.26E-06,1.64E-06
asset_423,-73.96984281,40.8055947,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.96E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07,3.97E-07
asset_424,-73.94933627,40.81545609,4.86E-05,4.86E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.90E-05,4.91E-05,4.92E-05,4.92E-05,4.92E-05,4.92E-05,4.95E-05,4.95E-05,4.97E-05,4.97E-05,4.97E-05,4.97E-05
asset_425,-73.99660508,40.73925032,0.001270783,0.001270854,0.001270926,0.001271045,0.001271116,0.001271189,0.00127126,0.001271332,0.001271403,0.001271474,0.001271546,0.001271617,0.001271689,0.00127176,0.001271831,0.001271903,0.001271974,0.001272046,0.001272117,0.001272188,0.00127226,0.001272332,0.001272403,0.001272475,0.001272546,0.001272617,0.001272689
asset_426,-73.9503159,40.81755943,1.34E-05,1.34E-05,1.34E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.35E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.37E-05,1.37E-05,1.37E-05
asset_427,-73.94970409,40.77556623,0.000223453,0.000223471,0.000223485,0.000223498,0.000223511,0.000223531,0.000223545,0.000223558,0.000223571,0.000223585,0.000223598,0.000223615,0.000223628,0.000223645,0.000223659,0.000223672,0.000223685,0.000223699,0.000223712,0.000223726,0.000223739,0.000223758,0.000223771,0.000223785,0.0002238,0.000223814,0.000223827
asset_428,-73.98429656,40.71195351,3.16E-06,3.16E-06,3.16E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.17E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06,3.18E-06
asset_429,-73.92508761,40.79616924,0.000126075,0.000126083,0.00012609,0.000126104,0.000126182,0.00012619,0.000126198,0.000126205,0.000126214,0.000126222,0.000126229,0.000126237,0.000126246,0.000126253,0.000126261,0.000126274,0.000126283,0.000126291,0.000126298,0.000126305,0.000126313,0.000126321,0.000126329,0.000126407,0.000126415,0.000126422,0.000126435
asset_430,-73.9651216,40.77090973,0.00036421,0.00036425,0.00036439,0.000364478,0.000364515,0.000364784,0.000366958,0.000366992,0.000367026,0.000367061,0.000367096,0.00036713,0.000367164,0.000405203,0.000405241,0.000405823,0.000405885,0.000408325,0.000408363,0.000408402,0.000408439,0.000408478,0.000408516,0.000410727,0.000410767,0.000410805,0.000410843
asset_431,-73.94978499,40.79321412,9.19E-06,9.19E-06,9.19E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.26E-06,9.26E-06,9.26E-06
asset_432,-73.94588069,40.77461687,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.63E-07,3.64E-07,3.64E-07,3.64E-07,3.64E-07,3.64E-07,3.64E-07
asset_433,-73.92866975,40.86278915,5.59E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.60E-05,5.61E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.63E-05,5.64E-05,5.64E-05
asset_434,-73.96931262,40.76732156,0.000262468,0.000262484,0.000268133,0.000268149,0.000268174,0.00026824,0.000268256,0.000268271,0.000268287,0.000268303,0.000268318,0.000268334,0.000268349,0.000268535,0.000268716,0.000269119,0.000269258,0.0002695,0.000272149,0.000277045,0.000280096,0.000284206,0.000288017,0.00029148,0.000293816,0.000297052,0.000299827
asset_435,-73.99603993,40.72436909,9.51E-06,9.51E-06,9.51E-06,9.51E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.52E-06,9.53E-06,9.53E-06,9.53E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06,9.54E-06
asset_436,-73.97159455,40.80456833,0.010199882,0.010200495,0.010201107,0.010201751,0.010202363,0.010202976,0.010203589,0.010204202,0.010204814,0.010205427,0.01020604,0.010206652,0.010207271,0.010207884,0.010208496,0.01020914,0.010209753,0.010210366,0.010210979,0.010211592,0.010212205,0.010212817,0.01021343,0.010214043,0.010214656,0.010215279,0.010215892
asset_437,-73.95587857,40.80081693,0.000539186,0.000539256,0.000539326,0.000539396,0.000539466,0.000539536,0.000539606,0.000539676,0.000539746,0.000539816,0.000539886,0.000539956,0.000540027,0.000540102,0.000540172,0.000540243,0.000540313,0.000540383,0.000540453,0.000540524,0.000540594,0.000540664,0.000540734,0.000540804,0.000540874,0.000540944,0.000541014
asset_438,-73.96527673,40.7575208,0.003734471,0.003734764,0.003735044,0.003735329,0.003735692,0.003735955,0.003736172,0.003736389,0.003736606,0.003736822,0.003737039,0.003737256,0.003737473,0.00373769,0.003737918,0.003738178,0.003738413,0.003738673,0.003738906,0.003739139,0.003739373,0.003739606,0.003739842,0.003740075,0.003740308,0.003740543,0.003740775
asset_439,-73.95580122,40.77682811,0.000182002,0.000182269,0.000182281,0.000187482,0.000187493,0.000200553,0.000200565,0.000200577,0.000200589,0.000200601,0.000200613,0.000200625,0.000200637,0.000200649,0.000200661,0.000200674,0.000200762,0.000200811,0.000200823,0.000200835,0.000200847,0.000200869,0.000200881,0.000200903,0.000200915,0.000200927,0.000200939
asset_440,-73.96965193,40.79519488,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.03E-05,1.04E-05,1.04E-05,1.04E-05
asset_441,-73.95113417,40.78480189,2.90E-06,2.90E-06,2.96E-06,2.97E-06,3.00E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.05E-06,3.19E-06,3.25E-06,3.31E-06,3.37E-06,3.43E-06,3.49E-06,3.55E-06,3.61E-06,5.05E-06,6.49E-06,7.92E-06,9.36E-06,1.08E-05,1.22E-05
asset_442,-73.98223243,40.70997513,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.45E-07,5.46E-07,5.46E-07,5.57E-07,6.79E-07,6.92E-07,6.93E-07,6.94E-07,7.31E-07,7.38E-07,7.40E-07,7.43E-07,2.43E-06,0.001114334,0.001114436,0.001114534
asset_443,-73.94930287,40.77888375,7.64E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.70E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05,7.71E-05
asset_444,-73.98846767,40.74080462,0.004399122,0.004399443,0.004399929,0.004400393,0.004401166,0.004401629,0.004401893,0.004402158,0.004402455,0.004402722,0.004403019,0.004403329,0.00440364,0.004403938,0.004404236,0.004404534,0.004404831,0.004405129,0.004405427,0.004405725,0.004406022,0.00440632,0.004406618,0.004406916,0.004407213,0.004407511,0.004407809
asset_445,-73.95696209,40.8199673,4.52E-06,4.52E-06,4.52E-06,4.54E-06,4.54E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.55E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06,4.56E-06
asset_446,-74.00368566,40.70855026,0.00763541,0.007635871,0.007636336,0.007636795,0.007637254,0.007637719,0.007638178,0.007638636,0.007639095,0.007639554,0.007640012,0.007640471,0.00764093,0.007641388,0.007642235,0.00764292,0.007643378,0.00764384,0.007644299,0.007644761,0.007645242,0.007645795,0.007646257,0.007647028,0.007647489,0.007647952,0.007648422
asset_447,-73.97300389,40.72902849,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05
asset_448,-73.98357206,40.781814,3.71E-05,3.71E-05,3.71E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.72E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.73E-05,3.74E-05,3.74E-05,3.74E-05,3.74E-05
asset_449,-74.00253412,40.73353102,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.15E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05,5.16E-05
asset_450,-73.94814072,40.83244737,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.66E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07
asset_451,-73.99088049,40.77102328,8.96E-06,8.97E-06,8.97E-06,9.23E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.24E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06,9.25E-06
asset_452,-73.96328485,40.80472985,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.67E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07
asset_453,-73.95524025,40.81987219,8.46E-05,8.46E-05,8.46E-05,8.46E-05,8.47E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.48E-05,8.53E-05,8.53E-05,8.53E-05,0.000135315,0.000135324,0.000135332,0.000135341,0.000135349,0.000135358,0.000135383,0.000135391,0.0001354,0.000135408
asset_454,-73.98894815,40.75715694,7.67E-05,7.68E-05,7.68E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.83E-05,7.89E-05,7.90E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,8.08E-05,8.21E-05,8.30E-05,8.31E-05,8.31E-05
asset_455,-73.98631192,40.71216475,4.90E-05,4.90E-05,4.90E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05
asset_456,-73.97592077,40.72221088,0.00027016,0.000270175,0.00027019,0.00027022,0.000270235,0.00027025,0.000270264,0.000270279,0.000270294,0.000270308,0.000270323,0.000270338,0.000270353,0.000270367,0.000270382,0.000270424,0.000270439,0.000270464,0.000270479,0.000270494,0.000270508,0.000270523,0.000270538,0.000270554,0.000270569,0.000270584,0.000270598
asset_457,-74.02478164,40.68591525,0.000149159,0.000149168,0.000149186,0.000149195,0.000149209,0.000149566,0.000149574,0.000149583,0.000149591,0.0001496,0.000149608,0.000149616,0.000149625,0.000149633,0.000149642,0.000149667,0.000149676,0.000150075,0.000150083,0.000150092,0.0001501,0.000150109,0.000150124,0.000150133,0.000150141,0.00015015,0.000150158
asset_458,-73.97127253,40.75321215,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05,1.95E-05
asset_459,-73.98706562,40.73894227,0.000594811,0.000594851,0.000594891,0.000594932,0.000594974,0.000595019,0.000595059,0.000595098,0.000595138,0.000595178,0.000595221,0.000595261,0.000595301,0.000595341,0.000595381,0.000595428,0.000595477,0.000595518,0.000595559,0.000595599,0.000595641,0.000595683,0.000595723,0.000595762,0.000595803,0.000595843,0.000595883
asset_460,-73.97732165,40.74055423,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05,2.25E-05
asset_461,-73.97369232,40.79246897,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.68E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.69E-05,2.70E-05,2.71E-05,2.72E-05,2.73E-05,2.73E-05
asset_462,-73.96063486,40.81564395,0.000199093,0.000199107,0.00019912,0.000199133,0.000199147,0.000199162,0.000199176,0.000199189,0.000199202,0.000199216,0.000246289,0.000246306,0.000246323,0.000246339,0.000246358,0.000246422,0.000246439,0.000246455,0.000246472,0.000246488,0.000246506,0.000246523,0.000246539,0.000246556,0.000246572,0.000246589,0.000246624
asset_463,-74.00788493,40.72939178,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.25E-05,6.26E-05,6.26E-05,6.26E-05,6.27E-05,6.28E-05,6.29E-05,6.29E-05,6.30E-05,6.31E-05,6.31E-05,6.32E-05,6.36E-05,6.36E-05,6.36E-05,6.37E-05
asset_464,-73.99847809,40.74925846,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.15E-05,6.16E-05,6.16E-05,6.16E-05,6.16E-05,6.16E-05,6.17E-05,6.17E-05,6.17E-05,6.17E-05,6.17E-05,6.17E-05,6.17E-05,6.17E-05
asset_465,-73.9514503,40.77692736,0.000168882,0.000168893,0.000168908,0.00016892,0.000168931,0.00016946,0.000169471,0.000169482,0.000169493,0.000169504,0.000169515,0.000169526,0.000169537,0.000169548,0.000169625,0.000169713,0.000169768,0.000169854,0.000169917,0.000170006,0.000170094,0.000171941,0.000173269,0.000175116,0.000175189,0.000175266,0.000175396
asset_466,-73.97223112,40.78221863,0.000370501,0.000370527,0.000370551,0.000370575,0.0003706,0.000370899,0.000370923,0.000370947,0.000370971,0.000370995,0.000371019,0.000371043,0.000371067,0.000371091,0.000371225,0.00037136,0.000371417,0.000371552,0.0003716,0.000371672,0.000371725,0.000371802,0.000371856,0.000371894,0.000371919,0.000371943,0.000371967
asset_467,-73.95211755,40.77728416,6.93E-06,6.93E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.94E-06,6.95E-06,6.96E-06,6.97E-06,6.98E-06,6.99E-06,7.00E-06,7.01E-06,7.01E-06,7.02E-06,7.02E-06,7.03E-06,7.03E-06
asset_468,-73.98702513,40.75675158,3.87E-06,3.88E-06,3.88E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.90E-06,3.91E-06,3.92E-06,3.93E-06,3.94E-06,3.96E-06,3.97E-06,3.98E-06,4.00E-06,4.01E-06,4.02E-06,4.03E-06,4.06E-06,4.07E-06
asset_469,-73.92393031,40.86301499,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.03E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.05E-05
asset_470,-73.94483118,40.79484893,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.57E-06,1.58E-06,1.58E-06,1.58E-06,1.59E-06,1.59E-06,1.59E-06,1.60E-06,1.60E-06,1.60E-06,1.60E-06,1.61E-06,1.61E-06
asset_471,-73.99197091,40.74137875,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.23E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.24E-05,7.26E-05,7.26E-05,7.26E-05,7.26E-05,7.26E-05,7.27E-05,7.27E-05,7.27E-05
asset_472,-73.99363439,40.74082923,0.000149786,0.000149826,0.000149858,0.000149889,0.00014992,0.000149951,0.000149982,0.000150013,0.000150048,0.000150083,0.000150155,0.000150186,0.000150217,0.000150294,0.000150359,0.000150396,0.000150462,0.000150499,0.000150529,0.000150862,0.000150893,0.000150982,0.000151013,0.000151044,0.000151075,0.000151105,0.000151137
asset_473,-73.93858039,40.83178003,0.000375084,0.000375178,0.000375272,0.000375366,0.000375481,0.000375575,0.000375668,0.000375762,0.000375856,0.00037595,0.000376043,0.000376137,0.000376231,0.000376352,0.000376473,0.000376596,0.000376716,0.000377136,0.00037723,0.000377359,0.000377453,0.000377547,0.000377641,0.000377735,0.000377829,0.000377961,0.000378055
asset_474,-73.93356506,40.798719,2.14E-05,2.14E-05,2.14E-05,2.14E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.15E-05,2.16E-05,2.16E-05,2.16E-05,2.16E-05,2.16E-05,2.16E-05,2.17E-05,2.17E-05,2.17E-05,2.17E-05,2.17E-05,2.17E-05,2.17E-05
asset_475,-73.97978003,40.72393469,7.93E-05,7.94E-05,7.94E-05,7.94E-05,7.94E-05,7.95E-05,7.95E-05,7.95E-05,7.95E-05,7.96E-05,7.96E-05,7.96E-05,7.97E-05,7.97E-05,7.97E-05,7.97E-05,7.98E-05,7.98E-05,7.98E-05,7.99E-05,7.99E-05,7.99E-05,7.99E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05
asset_476,-73.9744115,40.72193929,0.000103172,0.000103207,0.000103243,0.000103279,0.000103315,0.000103351,0.000103387,0.000103423,0.000103458,0.000103494,0.00010353,0.000103566,0.000103602,0.000103638,0.000103674,0.00010371,0.000103745,0.00010379,0.000103826,0.000103862,0.000103898,0.000103934,0.00010397,0.000104006,0.000104045,0.000104081,0.000104117
asset_477,-73.97870889,40.73350232,2.98E-05,2.98E-05,2.98E-05,2.98E-05,2.98E-05,2.98E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,2.99E-05,3.00E-05,3.00E-05,3.07E-05,3.07E-05,3.07E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05
asset_478,-73.98032901,40.75266526,3.16E-05,3.16E-05,3.16E-05,3.16E-05,3.16E-05,3.16E-05,3.17E-05,3.17E-05,3.17E-05,3.17E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.19E-05,3.20E-05,3.20E-05
asset_479,-73.9652583,40.7581083,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.28E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05,2.29E-05
asset_480,-73.9470536,40.814946,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.73E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05,1.74E-05
asset_481,-73.95354836,40.79933329,0.000180797,0.000180828,0.000180859,0.000180889,0.00018092,0.000180954,0.000180985,0.000181015,0.000181046,0.000181076,0.000181107,0.000181137,0.000181168,0.000181199,0.00018123,0.000181262,0.000181292,0.000181323,0.000181354,0.000181386,0.000181444,0.000181474,0.000181519,0.000181549,0.000181582,0.000181626,0.000181658
asset_482,-73.96267365,40.77556378,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.23E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.24E-06,4.25E-06,4.25E-06,4.25E-06
asset_483,-73.96375774,40.77048603,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.47E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05
asset_484,-73.99012712,40.74989023,7.33E-06,7.33E-06,7.33E-06,7.33E-06,7.33E-06,7.34E-06,7.34E-06,7.34E-06,7.34E-06,7.34E-06,7.34E-06,7.35E-06,7.35E-06,7.35E-06,7.35E-06,7.35E-06,7.36E-06,7.36E-06,7.36E-06,7.36E-06,7.36E-06,7.36E-06,7.37E-06,7.37E-06,7.37E-06,7.37E-06,7.37E-06
asset_485,-74.0225218,40.68527858,0.000149397,0.000149448,0.000149487,0.000149543,0.000149582,0.000149621,0.00014966,0.000149699,0.000149738,0.000149777,0.000149816,0.000149855,0.000149894,0.000149933,0.000149972,0.000150011,0.00015005,0.000150089,0.000150128,0.000150167,0.000150206,0.000150245,0.000150284,0.000150323,0.000150363,0.000150402,0.000150441
asset_486,-73.98396072,40.73411907,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.83E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05
